name,female_sum,male_sum,both_sums,per_diff
jaylien,19,29,48,41.66666666666667
mattia,136,332,468,83.76068376068376
mosie,48,117,165,83.63636363636363
lyla,46185,5,46190,199.95670058454212
tristin,2827,9745,12572,110.05408845052497
braylyn,724,554,1278,26.604068857589986
morghan,1296,5,1301,198.4627209838586
charley,10987,23885,34872,73.97338839183298
gurnoor,365,165,530,75.47169811320755
alie,528,83,611,145.66284779050736
bryten,17,172,189,164.02116402116403
anmol,318,461,779,36.71373555840822
destyn,169,436,605,88.26446280991735
marrin,40,16,56,85.71428571428571
tallie,550,112,662,132.32628398791542
conway,11,2769,2780,198.41726618705036
lenley,25,5,30,133.33333333333331
so,47,5,52,161.53846153846155
vertis,333,587,920,55.21739130434783
daryn,987,2408,3395,83.71134020618557
neyland,7,531,538,194.79553903345726
jasyiah,17,10,27,51.85185185185185
merit,265,206,471,25.05307855626327
eavan,176,6,182,186.8131868131868
christon,231,1229,1460,136.7123287671233
zakari,248,2264,2512,160.5095541401274
phillip,1330,311120,312450,198.29732757241158
aavyn,5,6,11,18.181818181818183
iyinoluwa,10,5,15,66.66666666666666
iran,416,1348,1764,105.66893424036282
suzanne,219234,492,219726,199.10433904044126
nika,2444,5,2449,199.18334013883216
jerlin,12,5,17,82.35294117647058
garie,34,10,44,109.09090909090908
geneva,88631,309,88940,198.61029907803015
brylynn,503,5,508,196.06299212598427
mahari,366,294,660,21.818181818181817
beryl,10122,2338,12460,124.9438202247191
reginal,5,2589,2594,199.2289899768697
hal,12,16746,16758,199.71356963838167
loan,426,18,444,183.7837837837838
orise,5,5,10,0.0
newell,79,3239,3318,190.47619047619045
harvie,102,1646,1748,176.65903890160183
shadi,247,711,958,96.86847599164928
lamari,216,422,638,64.57680250783699
nicki,6083,297,6380,181.3793103448276
willia,3316,550,3866,143.09363683393687
veron,5,478,483,195.8592132505176
tenzing,21,59,80,95.0
torrian,11,575,586,192.49146757679182
isa,3314,2883,6197,13.909956430530901
jeremy,2312,445276,447588,197.93381413263984
jasiya,220,8,228,185.96491228070175
sherwin,15,3759,3774,198.41017488076312
judaea,138,5,143,186.01398601398603
ottie,1275,609,1884,70.70063694267516
andrey,100,2675,2775,185.5855855855856
jacquel,363,168,531,73.44632768361582
marci,13998,11,14009,199.6859161967307
shondale,14,77,91,138.46153846153845
larnell,5,882,887,197.74520856820743
alga,132,5,137,185.4014598540146
julia,474054,1744,475798,198.5338315839915
guillermo,74,31807,31881,199.07154731658355
mykel,713,3371,4084,130.16650342801174
tyrell,145,15987,16132,196.40466154227622
bonny,6207,261,6468,183.85899814471242
kassiah,91,13,104,150.0
mykelti,90,37,127,83.46456692913385
averil,403,43,446,161.43497757847533
bunny,1819,149,1968,169.71544715447155
soryn,50,67,117,29.059829059829063
shirrell,68,31,99,74.74747474747475
sayler,806,54,860,174.88372093023256
keely,12633,21,12654,199.3361782835467
jhan,5,204,209,190.43062200956936
dominquie,5,5,10,0.0
pearl,158735,3922,162657,190.35516454871293
kahli,462,117,579,119.17098445595855
keyon,101,5857,5958,193.21920107418597
octavio,5,11294,11299,199.82299318523764
maren,12401,5,12406,199.83878768337902
dominque,3872,2410,6282,46.54568608723337
shakir,10,1204,1214,196.70510708401977
lisle,21,543,564,185.1063829787234
othal,5,174,179,188.8268156424581
tru,2266,3290,5556,36.861051115910726
seyven,25,31,56,21.428571428571427
smith,181,5354,5535,186.91960252935863
kareen,1306,742,2048,55.078125
cydney,5135,25,5160,198.06201550387595
freda,42507,26,42533,199.75548397714715
laken,5982,2139,8121,94.64351680827484
arnie,235,2074,2309,159.28973581637072
bryne,6,109,115,179.13043478260872
wilton,41,8638,8679,198.11038138034337
tracie,32587,218,32805,197.34186861758877
brennex,5,30,35,142.85714285714286
ignacio,22,19647,19669,199.55259545477654
rosemond,491,18,509,185.85461689587424
corliss,2849,343,3192,157.01754385964912
adean,93,23,116,120.6896551724138
iretomiwa,5,31,36,144.44444444444443
easter,5513,66,5579,195.26796917010216
teresa,415746,1165,416911,198.8822554454068
alexa,131304,284,131588,199.13669939508162
nealy,296,83,379,112.40105540897099
pat,40122,26732,66854,40.05743859754091
jaylenn,194,128,322,40.993788819875775
tolly,6,11,17,58.82352941176471
adilene,6464,7,6471,199.56730026271055
karsyn,8972,2729,11701,106.70882830527306
glacier,6,10,16,50.0
shaina,11917,18,11935,199.3967322999581
jakobi,45,2546,2591,193.05287533770746
phynix,158,43,201,114.4278606965174
dante,466,50470,50936,196.34050573268416
zayn,98,11732,11830,196.68639053254438
caylor,95,103,198,8.080808080808081
solen,7,12,19,52.63157894736842
daven,92,2515,2607,185.8841580360568
collier,279,1829,2108,147.05882352941177
landin,16,2647,2663,197.59669545625235
erma,54923,238,55161,198.27414296332552
raelyn,15166,90,15256,197.64027267960148
tryston,10,1328,1338,197.01046337817638
alvina,10480,5,10485,199.80925131139725
avonni,61,22,83,93.97590361445783
journi,4712,41,4753,196.54954765411318
barkley,5,312,317,193.69085173501577
camden,3771,57434,61205,175.35495466056693
ofir,5,46,51,160.7843137254902
ryler,6,549,555,195.67567567567568
rosie,84454,470,84924,197.78625594649333
jontay,15,152,167,164.07185628742516
hoyt,10,8518,8528,199.53095684803003
silas,177,70772,70949,199.00210010007189
shaw,56,1315,1371,183.66156090444932
mckale,6,198,204,188.23529411764704
aydin,205,6340,6545,187.47135217723454
stephany,15111,5,15116,199.86768986504367
emilia,64367,40,64407,199.751579797227
dennys,83,477,560,140.71428571428572
jamille,456,260,716,54.7486033519553
douglass,26,5769,5795,198.2053494391717
stetson,84,12932,13016,197.41856177012906
diem,710,89,799,155.44430538172716
monserrate,123,34,157,113.37579617834395
dawsyn,1080,562,1642,63.0937880633374
daily,252,73,325,110.15384615384616
alexandra,244128,869,244997,198.58120711682184
vermont,7,21,28,100.0
oluwatofunmi,52,11,63,130.15873015873015
storme,72,34,106,71.69811320754717
nima,361,1034,1395,96.48745519713262
taylon,178,1188,1366,147.8770131771596
mae,114235,606,114841,197.88925557945333
dariyan,23,24,47,4.25531914893617
kilynn,437,6,443,194.5823927765237
su,691,33,724,181.76795580110496
vola,677,17,694,190.20172910662825
renly,181,411,592,77.7027027027027
paz,631,201,832,103.36538461538463
samaj,18,362,380,181.05263157894737
carrigan,1214,10,1224,196.73202614379085
shalon,1181,130,1311,160.3356216628528
faran,24,6,30,120.0
timothy,4326,1082404,1086730,198.40770016471433
garnie,38,209,247,138.46153846153845
bria,16613,55,16668,198.68010559155266
mandeep,160,251,411,44.28223844282238
taegen,154,73,227,71.36563876651982
reno,22,4135,4157,197.88308876593698
jadynn,547,34,581,176.592082616179
lynnx,5,15,20,100.0
tonya,120412,435,120847,198.56016285054656
daly,308,48,356,146.06741573033707
jaquin,5,197,202,190.0990099009901
braxtyn,344,2012,2356,141.59592529711375
noey,10,29,39,97.43589743589743
taki,5,50,55,163.63636363636365
casen,22,6339,6361,198.61656972174185
sukhjit,10,11,21,9.523809523809524
romayne,1118,17,1135,194.00881057268722
teagen,839,723,1562,14.852752880921896
dionne,9845,440,10285,182.88770053475935
oakly,16,40,56,85.71428571428571
yeshia,82,5,87,177.01149425287358
wendolyn,1158,10,1168,196.57534246575344
brixxon,29,31,60,6.666666666666667
jobi,42,6,48,150.0
shai,1793,2254,4047,22.78230788238201
lesa,11409,12,11421,199.57972156553717
avan,57,966,1023,177.7126099706745
jovian,5,533,538,196.2825278810409
penny,100247,384,100631,198.4736313859546
jourdyn,804,136,940,142.12765957446808
millan,11,231,242,181.8181818181818
darrie,21,104,125,132.8
sai,455,1611,2066,111.90706679574056
kayin,82,540,622,147.2668810289389
calvary,131,94,225,32.88888888888889
jakhai,5,408,413,195.15738498789347
ora,39236,5616,44852,149.9152769107286
mikhael,8,1115,1123,197.15048975957257
emrie,1616,5,1621,198.7661937075879
reily,361,536,897,39.01895206243032
yan,99,927,1026,161.4035087719298
shalin,173,335,508,63.77952755905512
kayleigh,34212,7,34219,199.91817411379643
galaxy,365,42,407,158.7223587223587
excel,25,24,49,4.081632653061225
jennis,20,29,49,36.734693877551024
emary,185,13,198,173.73737373737376
jedidiah,40,9035,9075,198.23691460055096
leaster,40,17,57,80.7017543859649
toriana,642,5,647,196.90880989180835
renner,31,566,597,179.22948073701843
reign,7300,3662,10962,66.37474913336983
cimani,176,5,181,188.95027624309392
aury,187,5,192,189.58333333333331
mu,10,7,17,35.294117647058826
brewer,5,1080,1085,198.15668202764977
kamaurie,11,22,33,66.66666666666666
bow,5,247,252,192.06349206349208
chaney,1356,411,1767,106.9609507640068
brinley,13004,151,13155,195.40858988977575
rainey,2105,450,2555,129.5499021526419
caroline,247746,309,248055,199.50172340811514
jonell,2452,224,2676,166.5171898355755
kenlee,2155,64,2219,188.46327174402884
jami,21468,937,22405,183.2715911626869
casyn,26,492,518,179.9227799227799
luella,32252,16,32268,199.80166108838478
biak,57,22,79,88.60759493670885
tacori,64,36,100,56.00000000000001
universe,42,5,47,157.4468085106383
levin,5,1651,1656,198.79227053140096
earnell,5,17,22,109.09090909090908
bodie,90,7338,7428,195.1534733441034
alexiz,265,249,514,6.22568093385214
linnell,86,59,145,37.24137931034483
randi,29627,1136,30763,185.22900887429705
jaspen,17,58,75,109.33333333333333
kingston,193,44628,44821,198.2775930925236
siyam,5,32,37,145.94594594594594
kipp,5,2418,2423,199.1745769706975
rogene,806,5,811,197.53390875462392
roshaun,55,402,457,151.85995623632385
tenny,39,31,70,22.857142857142858
rawlins,31,139,170,127.05882352941175
glyndon,10,145,155,174.19354838709677
billy,5417,384025,389442,194.4361419672249
oda,1324,301,1625,125.9076923076923
velma,86731,450,87181,197.93532994574505
nil,145,122,267,17.228464419475657
joules,37,11,48,108.33333333333333
sivan,629,83,712,153.37078651685394
rowan,20976,45386,66362,73.56619752267865
argie,979,146,1125,148.0888888888889
nolen,10,3389,3399,198.8231832892027
dacoda,116,544,660,129.6969696969697
talor,552,196,748,95.18716577540107
lovelle,150,76,226,65.48672566371681
jerald,102,26166,26268,198.44677935130198
averill,110,228,338,69.8224852071006
johnelle,425,13,438,188.12785388127853
cordelle,5,94,99,179.7979797979798
nguyen,117,477,594,121.21212121212122
jasia,565,6,571,195.7968476357268
salix,6,42,48,150.0
ashlin,2551,155,2706,177.0879526977088
danyal,176,597,773,108.92626131953429
taelyn,2196,238,2434,160.8874281018899
jaquell,5,231,236,191.52542372881356
nian,7,5,12,33.33333333333333
briann,1609,20,1629,195.0890116635973
fynn,89,1535,1624,178.07881773399015
aston,209,2955,3164,173.57774968394438
kaydon,80,1381,1461,178.0971937029432
diondra,688,5,693,197.1139971139971
hunter,14056,259395,273451,179.4390951212466
brix,5,413,418,195.2153110047847
owyn,78,759,837,162.72401433691758
americus,480,142,622,108.68167202572347
madden,1383,7279,8662,136.13484183791272
ayce,6,771,777,196.91119691119692
nakoa,68,1030,1098,175.22768670309654
chaning,14,13,27,7.4074074074074066
phoenix,15480,23520,39000,41.23076923076923
aldie,11,21,32,62.5
lorie,21955,104,22059,198.11414842014597
aidynn,76,85,161,11.180124223602485
egypt,4537,780,5317,141.320293398533
alicia,230104,707,230811,198.77475510265975
laquinta,1209,27,1236,191.2621359223301
callihan,7,7,14,0.0
kameko,208,5,213,190.61032863849766
macauley,30,254,284,157.74647887323943
rain,3432,1095,4527,103.24718356527502
perl,583,85,668,149.10179640718565
jaki,100,248,348,85.0574712643678
alfredo,285,56765,57050,198.00175284837863
chamel,5,5,10,0.0
iden,5,463,468,195.72649572649573
mayer,59,2462,2521,190.6386354621182
jermoni,17,29,46,52.17391304347826
trine,308,40,348,154.02298850574712
nagi,5,118,123,183.739837398374
ariya,6890,30,6920,198.26589595375722
demetric,411,2126,2537,135.19905400078832
tieran,6,22,28,114.28571428571428
germaine,7904,2357,10261,108.11811714257871
maurya,130,26,156,133.33333333333331
saje,139,50,189,94.17989417989418
spirit,832,16,848,192.45283018867926
mathai,10,13,23,26.08695652173913
amiere,7,117,124,177.41935483870967
cleon,189,2993,3182,176.24135763670648
cale,84,8160,8244,195.92430858806404
kovi,19,70,89,114.6067415730337
shoua,282,83,365,109.04109589041096
ervin,138,38880,39018,198.5852683376903
greeley,39,38,77,2.5974025974025974
dyani,1294,20,1314,193.9117199391172
scout,4871,1960,6831,85.22910262040698
emiko,1789,5,1794,198.88517279821627
bertie,13725,856,14581,176.51738563884507
alba,7292,108,7400,194.16216216216216
aviyon,6,142,148,183.7837837837838
markelle,125,227,352,57.95454545454546
torry,236,1460,1696,144.33962264150944
haedyn,357,223,580,46.206896551724135
adrain,568,4247,4815,152.8141225337487
ajaye,5,6,11,18.181818181818183
kemonie,121,29,150,122.66666666666666
perla,20669,30,20699,199.42026184839847
makhi,52,4039,4091,194.9156685406991
zaedyn,5,769,774,197.41602067183464
dore,198,20,218,163.30275229357798
hawthorne,6,402,408,194.11764705882354
londin,141,6,147,183.67346938775512
melany,16595,5,16600,199.87951807228916
parrish,478,2697,3175,139.7795275590551
avionne,19,5,24,116.66666666666667
thierry,32,835,867,185.23644752018456
sami,1397,5111,6508,114.13644744929319
keelin,1040,347,1387,99.92790194664744
sophanna,10,7,17,35.294117647058826
mark,4496,1360769,1365265,198.68274657300964
aaryan,6,2074,2080,198.84615384615384
amri,448,39,487,167.9671457905544
gretchen,53768,38,53806,199.71750362413115
matt,5,23861,23866,199.91619877650214
merle,14718,30630,45348,70.17729558084149
azayah,103,78,181,27.624309392265197
jaydyn,707,1053,1760,39.31818181818182
charone,16,5,21,104.76190476190477
aarin,307,895,1202,97.8369384359401
iasiah,7,68,75,162.66666666666666
narvie,16,5,21,104.76190476190477
maahi,460,6,466,194.84978540772534
donnelle,318,236,554,29.602888086642597
jayleen,12825,199,13024,193.88820638820638
kasen,118,10778,10896,195.66813509544787
rane,124,214,338,53.25443786982249
mosi,11,105,116,162.06896551724137
elize,425,16,441,185.4875283446712
theo,3482,31858,35340,160.58856819468025
robin,291558,46562,338120,144.91659765763634
jadie,792,61,853,171.39507620164127
kendale,55,973,1028,178.59922178988327
lyndale,5,25,30,133.33333333333331
jaxen,44,5523,5567,196.83851266391235
avani,3905,49,3954,195.04299443601417
kian,105,12653,12758,196.7079479542248
shaquelle,45,73,118,47.45762711864407
neima,101,5,106,181.13207547169813
nikai,5,151,156,187.17948717948718
lorane,423,5,428,195.32710280373834
solomon,11,37284,37295,199.88202171872905
nina,132820,250,133070,199.24851581874202
errin,848,271,1119,103.1277926720286
tyan,68,222,290,106.20689655172413
kentrell,66,4180,4246,193.78238341968913
ersie,415,5,420,195.23809523809524
kery,76,60,136,23.52941176470588
alonzia,17,5,22,109.09090909090908
hubert,189,57538,57727,198.69038751364178
cosby,23,212,235,160.85106382978725
othel,154,732,886,130.47404063205417
acire,77,5,82,175.609756097561
kohyn,15,63,78,123.07692307692308
alani,16949,105,17054,197.53723466635392
sammy,1732,43289,45021,184.61162568579107
alexey,19,549,568,186.61971830985914
davonne,198,393,591,65.98984771573603
shyah,136,5,141,185.81560283687944
tajai,147,170,317,14.511041009463725
rowdie,5,5,10,0.0
elena,103149,98,103247,199.62032795141747
nathel,5,5,10,0.0
kacyn,54,240,294,126.53061224489797
traeh,76,29,105,89.52380952380953
caysen,54,2248,2302,190.61685490877497
camaron,52,715,767,172.8813559322034
mazari,21,11,32,62.5
draven,253,7545,7798,187.02231341369583
merida,1501,5,1506,198.67197875166002
kiegan,5,160,165,187.87878787878788
mishael,178,444,622,85.53054662379421
ermias,6,2060,2066,198.83833494675702
eliot,554,7759,8313,173.3429568146277
nicco,5,1146,1151,198.26238053866203
holli,8731,5,8736,199.77106227106228
carl,3190,504635,507825,197.48732338896272
fran,4965,368,5333,172.39827489218075
legacy,5341,2462,7803,73.7921312315776
melville,14,2269,2283,197.54708716600965
arleigh,691,517,1208,28.807947019867548
renardo,12,780,792,193.93939393939394
ronie,220,253,473,13.953488372093023
ingram,13,419,432,187.96296296296296
marcos,162,52989,53151,198.78083196929504
camiri,5,7,12,33.33333333333333
million,76,403,479,136.53444676409185
graycin,41,39,80,5.0
joelle,15863,520,16383,187.3039125923213
anahi,18730,31,18761,199.3390544214061
dallace,11,5,16,75.0
merci,947,53,1000,178.8
walter,3632,629783,633415,197.706401016711
cornie,172,168,340,2.3529411764705883
meril,20,130,150,146.66666666666666
thyri,299,10,309,187.05501618122977
nakie,8,14,22,54.54545454545454
russell,1696,358820,360516,198.11825272664737
pascal,11,2519,2530,198.2608695652174
sylvester,627,43165,43792,194.27292656192913
amethyst,4376,11,4387,198.99703669933893
trysten,285,1410,1695,132.7433628318584
lei,647,31,678,181.7109144542773
arthur,3200,544857,548057,197.66447650518103
zariel,231,86,317,91.48264984227129
copeland,262,1060,1322,120.72617246596067
shawne,810,429,1239,61.50121065375303
tagen,99,166,265,50.56603773584906
kha,5,88,93,178.49462365591398
koree,447,262,709,52.186177715091674
ottis,174,4458,4632,184.9740932642487
vernon,1976,146276,148252,194.66853735531393
garren,17,1857,1874,196.37139807897546
devonne,958,698,1656,31.40096618357488
levy,311,3818,4129,169.87163962218455
asheton,78,105,183,29.508196721311474
keigan,155,922,1077,142.43268337975857
roxie,18374,203,18577,195.62900360661033
jaylyne,112,5,117,182.9059829059829
alexy,381,301,682,23.46041055718475
glee,781,20,801,190.01248439450686
sherron,2947,526,3473,139.41837028505614
skyller,9,23,32,87.5
jalynn,4757,377,5134,170.62719127386055
sally,205026,647,205673,198.74169190900116
houa,181,79,260,78.46153846153847
vickey,5807,140,5947,190.5834874726753
cooper,2601,116203,118804,191.242719100367
shelvie,294,6,300,192.0
doha,153,5,158,187.34177215189874
asiel,6,811,817,197.062423500612
kandia,15,5,20,100.0
sabri,38,188,226,132.7433628318584
micah,13738,115705,129443,157.54733743810016
esley,52,268,320,135.0
kriss,377,555,932,38.197424892703864
brynlee,20940,21,20961,199.59925576069844
shawon,40,165,205,121.95121951219512
yecenia,1230,5,1235,198.38056680161944
johnie,5139,20920,26059,121.11746421581795
finnie,5,25,30,133.33333333333331
kaydence,17396,839,18235,181.59583219084178
cardin,25,341,366,172.6775956284153
gill,56,1218,1274,182.41758241758242
darrel,122,29749,29871,198.36630845971007
wilmoth,178,30,208,142.30769230769232
jingyi,31,5,36,144.44444444444443
vallen,62,232,294,115.64625850340136
sinan,5,418,423,195.27186761229314
sevn,7,83,90,168.88888888888889
capri,5883,119,6002,192.06931022992336
madsen,5,152,157,187.2611464968153
arion,620,2139,2759,110.1123595505618
caylen,663,357,1020,60.0
edison,216,12244,12460,193.0658105939005
vision,82,85,167,3.592814371257485
dayshawn,5,1345,1350,198.5185185185185
sadra,33,13,46,86.95652173913044
bronze,5,108,113,182.3008849557522
wylde,5,95,100,180.0
donta,91,3889,3980,190.85427135678393
rorie,1022,13,1035,194.975845410628
miguel,996,188883,189879,197.90182168644242
shay,8042,4947,12989,47.65570867657248
manjot,95,141,236,38.983050847457626
shiron,88,32,120,93.33333333333333
juwan,10,3769,3779,198.9415189203493
kathleen,713438,1691,715129,199.0541566626441
elyn,568,11,579,192.4006908462867
martine,2697,313,3010,158.40531561461796
devry,11,27,38,84.21052631578947
mac,53,11005,11058,198.08283595586906
susan,1123232,2542,1125774,199.096799179942
darley,12,6,18,66.66666666666666
joen,34,71,105,70.47619047619048
given,23,91,114,119.29824561403508
kirian,10,20,30,66.66666666666666
wendell,567,53696,54263,195.8203564122883
kiya,4075,23,4098,197.75500244021472
lafayette,21,4854,4875,198.27692307692308
climmie,461,260,721,55.75589459084605
kennedi,15135,15,15150,199.6039603960396
quincie,307,5,312,193.5897435897436
kelle,2302,43,2345,192.66524520255862
amias,7,2672,2679,198.95483389324374
daylee,447,6,453,194.7019867549669
shiraz,57,119,176,70.45454545454545
halston,626,851,1477,30.46716316858497
nija,815,19,834,190.8872901678657
janine,33488,11,33499,199.86865279560584
dune,5,88,93,178.49462365591398
era,5890,54,5944,196.36608344549126
larson,84,1627,1711,180.36236119228522
ivor,46,854,900,179.55555555555554
bobbye,3172,97,3269,188.13092688895688
rivan,5,200,205,190.2439024390244
mardie,62,5,67,170.1492537313433
jordain,215,59,274,113.86861313868613
shannon,295710,52336,348046,139.85162880768632
kylian,12,3287,3299,198.54501364049713
dania,8587,5,8592,199.76722532588454
byrd,253,709,962,94.8024948024948
emryn,850,64,914,171.99124726477024
savion,17,4890,4907,198.6142245771347
harlow,13001,2500,15501,135.4880330301271
deion,123,5949,6072,191.89723320158103
delane,955,923,1878,3.407880724174654
aslan,90,1439,1529,176.4551994767822
ebubechukwu,5,128,133,184.9624060150376
raine,3119,577,3696,137.55411255411255
keiran,143,1027,1170,151.11111111111111
rana,4503,164,4667,185.9438611527748
eliyah,1388,739,2127,61.0249177244946
dondra,489,20,509,184.2829076620825
luna,81568,109,81677,199.4661899922867
juna,986,5,991,197.98183652875883
iniki,45,7,52,146.15384615384613
ethel,278890,1490,280380,197.87431343177118
chaim,6,11647,11653,199.79404445207243
valin,5,133,138,185.5072463768116
denni,197,15,212,171.69811320754718
luca,1624,68707,70331,190.76367462427663
welcome,23,147,170,145.88235294117646
babe,383,345,728,10.43956043956044
deivion,7,10,17,35.294117647058826
robie,642,1176,1818,58.745874587458744
andee,1164,5,1169,198.2891360136869
jayda,21074,24,21098,199.54498056687837
dashan,10,210,220,181.8181818181818
elvy,110,57,167,63.47305389221557
johann,650,4784,5434,152.1531100478469
magdalena,19446,10,19456,199.79440789473685
mckenley,300,41,341,151.90615835777126
terre,838,99,937,157.7374599786553
anderson,1474,33090,34564,182.9417891447749
patience,12249,44,12293,198.5682908972586
jess,477,25045,25522,192.52409685761305
ardell,2635,2435,5070,7.889546351084813
superior,12,15,27,22.22222222222222
quinton,42,31385,31427,199.4654278168454
heriberto,16,10227,10243,199.37518305184028
lorence,6,679,685,196.49635036496352
symba,35,7,42,133.33333333333331
jimie,5,200,205,190.2439024390244
brooks,1605,53047,54652,188.25294591231793
keena,2196,141,2337,175.86649550706034
ryn,254,54,308,129.87012987012986
lorrain,636,10,646,193.80804953560371
kaedence,570,25,595,183.19327731092437
rayane,7,128,135,179.25925925925924
riggins,5,893,898,197.77282850779508
anna,912251,2756,915007,198.79520047387615
zelda,16406,5,16411,199.8781305222107
jadeyn,692,43,735,176.59863945578232
cha,37,253,290,148.96551724137933
theresa,404471,1218,405689,198.79908008351222
dynasty,2344,10,2354,198.30076465590486
hayze,11,506,517,191.48936170212767
amarey,5,52,57,164.91228070175438
griffyn,58,450,508,154.3307086614173
maclyn,89,14,103,145.63106796116506
karmani,60,15,75,120.0
mishal,233,5,238,191.5966386554622
chanel,18926,85,19011,198.21156172742096
flossie,21808,37,21845,199.32249942778668
saquan,7,760,767,196.34941329856582
ossie,2917,1677,4594,53.983456682629516
isis,11750,12,11762,199.59190613841184
donya,2328,265,2593,159.1207096027767
evone,410,5,415,195.18072289156626
ehrin,33,22,55,40.0
jem,102,64,166,45.78313253012048
beren,76,288,364,116.4835164835165
laron,119,5178,5297,191.01378138569
aracely,9754,11,9765,199.54941116231439
merion,119,157,276,27.536231884057973
kodie,1326,1347,2673,1.5712682379349048
jamauri,11,1009,1020,195.68627450980392
oluwapelumi,11,25,36,77.77777777777779
kendrell,18,898,916,192.13973799126637
kerrin,1004,10,1014,196.0552268244576
texas,235,477,712,67.97752808988764
lainey,22669,5,22674,199.91179324336244
jasani,422,233,655,57.709923664122144
breaun,16,5,21,104.76190476190477
iyah,206,5,211,190.521327014218
zeplyn,98,22,120,126.66666666666666
kaydan,134,709,843,136.41755634638199
muriel,54852,762,55614,194.51936562736
leslie,270029,112958,382987,82.02419403269563
mylen,10,221,231,182.6839826839827
reather,912,5,917,197.81897491821155
kior,317,123,440,88.18181818181819
rhyder,150,1183,1333,154.9887471867967
shemaiah,264,12,276,182.6086956521739
remedy,798,21,819,189.74358974358972
kenyotta,130,20,150,146.66666666666666
christiane,2257,6,2263,198.93946089262042
kerri,37011,348,37359,196.2739902031639
tokunbo,5,10,15,66.66666666666666
hadyn,487,548,1035,11.787439613526569
shaquane,5,5,10,0.0
shadie,101,16,117,145.2991452991453
donye,86,284,370,107.02702702702702
riane,534,5,539,196.28942486085344
lu,4040,35,4075,196.5644171779141
pearly,1689,208,1897,156.14127569847128
axel,201,68288,68489,198.82608886098498
jalil,5,2880,2885,199.30675909878684
maryon,425,5,430,195.3488372093023
argelis,5,36,41,151.21951219512195
nelson,431,79398,79829,197.84038382041612
consepcion,268,6,274,191.24087591240877
elliott,7675,60250,67925,154.8030916451969
christion,17,1196,1213,194.39406430338005
pace,58,878,936,175.2136752136752
desha,813,5,818,197.55501222493888
ha,422,73,495,141.010101010101
nassiah,12,51,63,123.80952380952381
teagon,17,125,142,152.11267605633802
stephon,14,8762,8776,199.36189608021877
cortland,49,2117,2166,190.95106186518927
angelina,125386,111,125497,199.64620668223145
ramone,12,2406,2418,198.014888337469
infantof,67,57,124,16.129032258064516
shandon,184,748,932,121.03004291845494
chevy,860,3678,4538,124.1956809167034
devynn,1095,190,1285,140.85603112840468
jiaqi,49,5,54,162.96296296296296
mica,2693,958,3651,95.04245412215832
shaquon,13,124,137,162.04379562043795
bloom,206,10,216,181.4814814814815
lattie,393,136,529,97.16446124763705
haeden,34,263,297,154.20875420875421
henry,4599,756825,761424,197.58400050431823
brazos,15,347,362,183.4254143646409
ezri,1011,208,1219,131.7473338802297
deena,13639,5,13644,199.85341542069776
quay,15,397,412,185.4368932038835
taygen,222,166,388,28.865979381443296
jourden,84,201,285,82.10526315789474
namarii,10,5,15,66.66666666666666
takaya,78,5,83,175.9036144578313
dayon,11,739,750,194.13333333333333
baylor,3314,8183,11497,84.70035661476906
eri,477,385,862,21.34570765661253
sitha,8,5,13,46.15384615384615
copelyn,191,21,212,160.37735849056605
betsy,48881,10,48891,199.91818535108712
astrid,13320,8,13328,199.75990396158463
lasean,155,418,573,91.7975567190227
melvis,54,44,98,20.408163265306122
rosa,176963,1173,178136,197.36605739435038
laurin,1597,481,2078,107.41097208854669
isabella,406196,452,406648,199.55538942771142
latrelle,570,251,821,77.7101096224117
riah,614,15,629,190.4610492845787
brady,2086,95689,97775,191.4661211966249
kurtis,25,18089,18114,199.44794081925582
sary,73,5,78,174.35897435897436
breanna,82301,65,82366,199.68433576961368
riel,28,95,123,108.9430894308943
rocco,5,30998,31003,199.93549011385997
arwyn,625,40,665,175.93984962406014
zola,9117,26,9143,198.8625177731598
traci,52172,233,52405,198.22154374582578
lyndell,828,1960,2788,81.2051649928264
shantez,29,48,77,49.35064935064935
bertis,19,455,474,183.9662447257384
meraki,7,5,12,33.33333333333333
trinidad,4347,5357,9704,20.8161582852432
remie,529,16,545,188.25688073394497
virgil,1444,71881,73325,192.12274122059324
naja,1275,6,1281,198.12646370023418
rylin,1736,1028,2764,51.230101302460206
owynn,77,155,232,67.24137931034483
glynis,2014,10,2024,198.02371541501975
daegan,48,898,946,179.70401691331924
khole,763,84,847,160.3305785123967
dee,15831,7269,23100,74.12987012987014
ines,6535,399,6934,176.98298240553794
jael,4401,3239,7640,30.41884816753927
penelope,103215,53,103268,199.79470891273192
jawan,12,1453,1465,196.72354948805463
jezreel,209,665,874,104.34782608695652
eliah,454,1122,1576,84.77157360406092
levis,15,273,288,179.16666666666669
kyler,2362,38173,40535,176.6917478722092
sheena,22365,67,22432,198.80527817403708
julissa,25678,11,25689,199.82872046401184
mckenzy,1008,35,1043,186.5771812080537
chaniel,17,10,27,51.85185185185185
esperanza,20654,35,20689,199.323311904877
jamaica,1532,37,1569,190.5672402804334
niko,487,13576,14063,186.14804806940197
shaka,142,692,834,131.89448441247004
yoshi,91,212,303,79.86798679867987
haidyn,2184,688,2872,104.17827298050139
dia,2216,117,2333,179.93999142734677
elwin,5,5156,5161,199.61247820189885
lafrance,60,29,89,69.66292134831461
ladean,568,5,573,196.50959860383944
tabor,87,721,808,156.93069306930693
